Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_staff_tested,fac_staff_positive,fac_staff_recovered,fac_staff_deaths,fac_inc_tested,fac_inc_positive,fac_inc_recovered,fac_inc_deaths,sum _staff_testsconducted,sum_inc_partiallyvaccinated,sum_inc_fullyvaccinated,sum_staff_partiallyvaccinated,sum_staff_fullyvaccinated,x18,x19,facility_bjs,fac_state,fac_city,fac_address,fac_zip,sum_inc_positive,sum_inc_deaths,sum_inc_tested,sum_staff_deaths,sum_staff_positive,sum_staff_tested,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_securityother,bjs_fac_leave,bjs_fac_operator,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeclose,bjs_fac_notes,oldnew,sum_inc_firstdoserefusal,sum_inc_seconddoserefusal,state
11,2021-01-01,44193,MD,Roxbury Correctional Institution (RCI),461,69.0,58.0,0.0,2781.0,191.0,187.0,1.0,,,,,,,,,,,"18701 Roxbury Road Hagerstown, Maryland 21746",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
12,2021-01-01,44193,MD,Central Maryland CF (CMCF),145,29.0,26.0,0.0,909.0,113.0,64.0,2.0,,,,,,,,,,,7301 BUTTERCUP ROAD,,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
13,2021-01-01,44193,MD,Dorsey Run Correctional Facility (DRCF),352,49.0,48.0,0.0,1811.0,64.0,61.0,1.0,,,,,,,,,,,"2020 Toulson Road Jessup, MD 20794",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
14,2021-01-01,44193,MD,Jessup Correctional Institution (JCI),1174,108.0,96.0,0.0,4574.0,222.0,159.0,2.0,,,,,,,,,,,"7804 House of Correction Rd Jessup, MD 20794",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
15,2021-01-01,44193,MD,Maryland Correctional Institution - Jessup (MCIJ),548,49.0,46.0,0.0,1632.0,161.0,150.0,0.0,,,,,,,,,,,"7803 House of Correction Rd Jessup, Maryland 20794",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
16,2021-01-01,44193,MD,Maryland Correctional Facility for Women (MCIW),576,87.0,77.0,0.0,1650.0,48.0,30.0,0.0,,,,,,,,,,,"7943 Brockbridge Road Jessup, Maryland 20794",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
17,2021-01-01,44193,MD,Patuxent Institution (PATX),583,85.0,75.0,0.0,1800.0,41.0,39.0,1.0,,,,,,,,,,,7555 WATERLOO ROAD,,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
18,2021-01-01,44193,MD,Southern MD Pre-Release Unit (SMPRU),46,4.0,3.0,0.0,347.0,0.0,0.0,0.0,,,,,,,,,,,"14320 Oaks Road Charlotte Hall, Maryland 20622",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
19,2021-01-01,44193,MD,North Branch Correctional Institution (NBCI),569,140.0,114.0,0.0,3160.0,345.0,310.0,3.0,,,,,,,,,,,"14100 McMullen Highway, S.W. Cumberland, Maryland 21502",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
20,2021-01-01,44193,MD,Western Correctional Institution (WCI),797,125.0,109.0,0.0,3366.0,244.0,183.0,3.0,,,,,,,,,,,"13800 McMullen Highway, S.W. Cumberland, Maryland 21502",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
21,2021-01-01,44193,MD,,,,,,,,,,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
22,2021-01-02,44193,MD,Baltimore Central Booking & Intake Center (BCBIC),5358,217.0,182.0,2.0,3544.0,235.0,226.0,0.0,,,,,,,,,,,"300 E. Madison Street Baltimore, Maryland",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
23,2021-01-02,44193,MD,Balimore City Correctional Center (BCCC),137,34.0,15.0,0.0,1248.0,46.0,4.0,0.0,,,,,,,,,,,"901 Greenmount Ave, Baltimore, MD 21202",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
24,2021-01-02,44193,MD,Chesapeake Detention Center (CDF),270,47.0,43.0,0.0,1236.0,26.0,20.0,0.0,,,,,,,,,,,401 E. MADISON STREET,,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
25,2021-01-02,44193,MD,"Maryland Reception, Diagnostics and Classification Center (MRDCC)",371,76.0,48.0,0.0,1850.0,81.0,29.0,0.0,,,,,,,,,,,"550 E. MADISON STREET, BALTIMORE, MD 21202",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
26,2021-01-02,44193,MD,Metropolitan Transition Center (MTC),719,106.0,96.0,0.0,2067.0,127.0,113.0,1.0,,,,,,,,,,,954 FORREST STREET,,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
27,2021-01-02,44193,MD,Youth Detention Center (YDC),161,15.0,11.0,0.0,341.0,6.0,6.0,0.0,,,,,,,,,,,"926 Greenmount Avenue Baltimore, Maryland 21202",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
28,2021-01-02,44193,MD,Eastern Correctional Institution (ECI),1086,173.0,156.0,0.0,6667.0,898.0,722.0,0.0,,,,,,,,,,,"30420 Revells Neck Road Westover, Maryland 21890",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
29,2021-01-02,44193,MD,Eastern Pre-Release Unit (EPRU),47,2.0,1.0,0.0,230.0,0.0,0.0,0.0,,,,,,,,,,,"700 Flat Iron Square Road Church Hill, Maryland 21623",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
30,2021-01-02,44193,MD,Maryland CI - Hagerstown (MCIH),596,72.0,64.0,0.0,1801.0,130.0,115.0,3.0,,,,,,,,,,,"18601 Roxbury Road Hagerstown, Maryland 21746",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
31,2021-01-02,44193,MD,Maryland Correctional Training Ctr. (MCTC),616,112.0,48.0,0.0,4255.0,107.0,35.0,0.0,,,,,,,,,,,"18800 Roxbury Road Hagerstown, Maryland 21746",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
32,2021-01-02,44193,MD,Roxbury Correctional Institution (RCI),461,69.0,58.0,0.0,2781.0,191.0,187.0,1.0,,,,,,,,,,,"18701 Roxbury Road Hagerstown, Maryland 21746",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
33,2021-01-02,44193,MD,Central Maryland CF (CMCF),145,29.0,26.0,0.0,909.0,113.0,64.0,2.0,,,,,,,,,,,7301 BUTTERCUP ROAD,,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
34,2021-01-02,44193,MD,Dorsey Run Correctional Facility (DRCF),352,49.0,48.0,0.0,1811.0,64.0,61.0,1.0,,,,,,,,,,,"2020 Toulson Road Jessup, MD 20794",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
35,2021-01-02,44193,MD,Jessup Correctional Institution (JCI),1174,108.0,96.0,0.0,4574.0,222.0,159.0,2.0,,,,,,,,,,,"7804 House of Correction Rd Jessup, MD 20794",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
36,2021-01-02,44193,MD,Maryland Correctional Institution - Jessup (MCIJ),548,49.0,46.0,0.0,1632.0,161.0,150.0,0.0,,,,,,,,,,,"7803 House of Correction Rd Jessup, Maryland 20794",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
37,2021-01-02,44193,MD,Maryland Correctional Facility for Women (MCIW),576,87.0,77.0,0.0,1650.0,48.0,30.0,0.0,,,,,,,,,,,"7943 Brockbridge Road Jessup, Maryland 20794",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
38,2021-01-02,44193,MD,Patuxent Institution (PATX),583,85.0,75.0,0.0,1800.0,41.0,39.0,1.0,,,,,,,,,,,7555 WATERLOO ROAD,,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
39,2021-01-02,44193,MD,Southern MD Pre-Release Unit (SMPRU),46,4.0,3.0,0.0,347.0,0.0,0.0,0.0,,,,,,,,,,,"14320 Oaks Road Charlotte Hall, Maryland 20622",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
40,2021-01-02,44193,MD,North Branch Correctional Institution (NBCI),569,140.0,114.0,0.0,3160.0,345.0,310.0,3.0,,,,,,,,,,,"14100 McMullen Highway, S.W. Cumberland, Maryland 21502",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
41,2021-01-02,44193,MD,Western Correctional Institution (WCI),797,125.0,109.0,0.0,3366.0,244.0,183.0,3.0,,,,,,,,,,,"13800 McMullen Highway, S.W. Cumberland, Maryland 21502",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
42,2021-01-02,44193,MD,,,,,,,,,,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
43,2021-01-03,44193,MD,Baltimore Central Booking & Intake Center (BCBIC),5358,217.0,182.0,2.0,3544.0,235.0,226.0,0.0,,,,,,,,,,,"300 E. Madison Street Baltimore, Maryland",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
44,2021-01-03,44193,MD,Balimore City Correctional Center (BCCC),137,34.0,15.0,0.0,1248.0,46.0,4.0,0.0,,,,,,,,,,,"901 Greenmount Ave, Baltimore, MD 21202",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
45,2021-01-03,44193,MD,Chesapeake Detention Center (CDF),270,47.0,43.0,0.0,1236.0,26.0,20.0,0.0,,,,,,,,,,,401 E. MADISON STREET,,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
46,2021-01-03,44193,MD,"Maryland Reception, Diagnostics and Classification Center (MRDCC)",371,76.0,48.0,0.0,1850.0,81.0,29.0,0.0,,,,,,,,,,,"550 E. MADISON STREET, BALTIMORE, MD 21202",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
47,2021-01-03,44193,MD,Metropolitan Transition Center (MTC),719,106.0,96.0,0.0,2067.0,127.0,113.0,1.0,,,,,,,,,,,954 FORREST STREET,,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
48,2021-01-03,44193,MD,Youth Detention Center (YDC),161,15.0,11.0,0.0,341.0,6.0,6.0,0.0,,,,,,,,,,,"926 Greenmount Avenue Baltimore, Maryland 21202",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
49,2021-01-03,44193,MD,Eastern Correctional Institution (ECI),1086,173.0,156.0,0.0,6667.0,898.0,722.0,0.0,,,,,,,,,,,"30420 Revells Neck Road Westover, Maryland 21890",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
50,2021-01-03,44193,MD,Eastern Pre-Release Unit (EPRU),47,2.0,1.0,0.0,230.0,0.0,0.0,0.0,,,,,,,,,,,"700 Flat Iron Square Road Church Hill, Maryland 21623",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
51,2021-01-03,44193,MD,Maryland CI - Hagerstown (MCIH),596,72.0,64.0,0.0,1801.0,130.0,115.0,3.0,,,,,,,,,,,"18601 Roxbury Road Hagerstown, Maryland 21746",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
52,2021-01-03,44193,MD,Maryland Correctional Training Ctr. (MCTC),616,112.0,48.0,0.0,4255.0,107.0,35.0,0.0,,,,,,,,,,,"18800 Roxbury Road Hagerstown, Maryland 21746",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
53,2021-01-03,44193,MD,Roxbury Correctional Institution (RCI),461,69.0,58.0,0.0,2781.0,191.0,187.0,1.0,,,,,,,,,,,"18701 Roxbury Road Hagerstown, Maryland 21746",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
54,2021-01-03,44193,MD,Central Maryland CF (CMCF),145,29.0,26.0,0.0,909.0,113.0,64.0,2.0,,,,,,,,,,,7301 BUTTERCUP ROAD,,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
55,2021-01-03,44193,MD,Dorsey Run Correctional Facility (DRCF),352,49.0,48.0,0.0,1811.0,64.0,61.0,1.0,,,,,,,,,,,"2020 Toulson Road Jessup, MD 20794",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
56,2021-01-03,44193,MD,Jessup Correctional Institution (JCI),1174,108.0,96.0,0.0,4574.0,222.0,159.0,2.0,,,,,,,,,,,"7804 House of Correction Rd Jessup, MD 20794",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
57,2021-01-03,44193,MD,Maryland Correctional Institution - Jessup (MCIJ),548,49.0,46.0,0.0,1632.0,161.0,150.0,0.0,,,,,,,,,,,"7803 House of Correction Rd Jessup, Maryland 20794",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
58,2021-01-03,44193,MD,Maryland Correctional Facility for Women (MCIW),576,87.0,77.0,0.0,1650.0,48.0,30.0,0.0,,,,,,,,,,,"7943 Brockbridge Road Jessup, Maryland 20794",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
59,2021-01-03,44193,MD,Patuxent Institution (PATX),583,85.0,75.0,0.0,1800.0,41.0,39.0,1.0,,,,,,,,,,,7555 WATERLOO ROAD,,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
60,2021-01-03,44193,MD,Southern MD Pre-Release Unit (SMPRU),46,4.0,3.0,0.0,347.0,0.0,0.0,0.0,,,,,,,,,,,"14320 Oaks Road Charlotte Hall, Maryland 20622",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
61,2021-01-03,44193,MD,North Branch Correctional Institution (NBCI),569,140.0,114.0,0.0,3160.0,345.0,310.0,3.0,,,,,,,,,,,"14100 McMullen Highway, S.W. Cumberland, Maryland 21502",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
62,2021-01-03,44193,MD,Western Correctional Institution (WCI),797,125.0,109.0,0.0,3366.0,244.0,183.0,3.0,,,,,,,,,,,"13800 McMullen Highway, S.W. Cumberland, Maryland 21502",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
63,2021-01-03,44193,MD,,,,,,,,,,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
64,2021-01-04,44193,MD,Baltimore Central Booking & Intake Center (BCBIC),5358,217.0,182.0,2.0,3544.0,235.0,226.0,0.0,,,,,,,,,,,"300 E. Madison Street Baltimore, Maryland",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
65,2021-01-04,44193,MD,Balimore City Correctional Center (BCCC),137,34.0,15.0,0.0,1248.0,46.0,4.0,0.0,,,,,,,,,,,"901 Greenmount Ave, Baltimore, MD 21202",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
66,2021-01-04,44193,MD,Chesapeake Detention Center (CDF),270,47.0,43.0,0.0,1236.0,26.0,20.0,0.0,,,,,,,,,,,401 E. MADISON STREET,,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
67,2021-01-04,44193,MD,"Maryland Reception, Diagnostics and Classification Center (MRDCC)",371,76.0,48.0,0.0,1850.0,81.0,29.0,0.0,,,,,,,,,,,"550 E. MADISON STREET, BALTIMORE, MD 21202",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
68,2021-01-04,44193,MD,Metropolitan Transition Center (MTC),719,106.0,96.0,0.0,2067.0,127.0,113.0,1.0,,,,,,,,,,,954 FORREST STREET,,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
69,2021-01-04,44193,MD,Youth Detention Center (YDC),161,15.0,11.0,0.0,341.0,6.0,6.0,0.0,,,,,,,,,,,"926 Greenmount Avenue Baltimore, Maryland 21202",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
70,2021-01-04,44193,MD,Eastern Correctional Institution (ECI),1086,173.0,156.0,0.0,6667.0,898.0,722.0,0.0,,,,,,,,,,,"30420 Revells Neck Road Westover, Maryland 21890",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
71,2021-01-04,44193,MD,Eastern Pre-Release Unit (EPRU),47,2.0,1.0,0.0,230.0,0.0,0.0,0.0,,,,,,,,,,,"700 Flat Iron Square Road Church Hill, Maryland 21623",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
72,2021-01-04,44193,MD,Maryland CI - Hagerstown (MCIH),596,72.0,64.0,0.0,1801.0,130.0,115.0,3.0,,,,,,,,,,,"18601 Roxbury Road Hagerstown, Maryland 21746",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
73,2021-01-04,44193,MD,Maryland Correctional Training Ctr. (MCTC),616,112.0,48.0,0.0,4255.0,107.0,35.0,0.0,,,,,,,,,,,"18800 Roxbury Road Hagerstown, Maryland 21746",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
74,2021-01-04,44193,MD,Roxbury Correctional Institution (RCI),461,69.0,58.0,0.0,2781.0,191.0,187.0,1.0,,,,,,,,,,,"18701 Roxbury Road Hagerstown, Maryland 21746",,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
75,2021-01-04,44193,MD,Central Maryland CF (CMCF),145,29.0,26.0,0.0,909.0,113.0,64.0,2.0,,,,,,,,,,,7301 BUTTERCUP ROAD,,3085.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/MD.csv
