Unnamed: 0,scrapedate,lastupdated,stateagency,facility,fac_inc_testsconducted,fac_inc_recovered,fac_inc_deaths,fac_inc_positivetests,fac_inc_active,fac_inc_totalpositive,sum_inc_tested,sum_inc_vaccinated,sum_staff_onleave,sum_staff_recovered,sum_staff_active,sum_staff_positive,sum_staff_deaths,inc_capacity_femalestate,inc_capacity_maleprivate,inc_capacity_malestate,inc_vacancy_femalestate,inc_vacancy_maleprivate,inc_vacancy_malestate,inc_population_femalestate,inc_population_maleprivate,inc_population_malestate,inc_population_femalestatevaccancyrate,inc_population_maleprivatevaccancyrate,inc_population_malestatevaccancyrate,sum_staff_vaccinated,facility_bjs,fac_state,fac_inc_positive,fac_inc_tested,fac_address,fac_zip,sum_inc_positive,sum_inc_deaths,match,bjs_fac_state,bjs_fac_id,bjs_fac_id2,bjs_fac_name,bjs_fac_address1,bjs_fac_address2,bjs_fac_city,bjs_fac_stateab,bjs_fac_zip1,bjs_fac_gender,bjs_fac_security,bjs_fac_leave,bjs_fac_operator,bjs_fac_privprison,bjs_fac_malepop,bjs_fac_femalepop,bjs_fac_linked,bjs_fac_linktxt,bjs_fac_changeuse,bjs_fac_changeclose,oldnew,scrapedate\,state
5507,2021-01-02,,CO,Colorado Correctional Center,,,0,,0,,130566.0,,212.0,1263.0,105.0,1368.0,,,,,,,,,,,,,,,COLORADO CORRECTIONAL CENTER,CO,1.0,1262.0,"15445 South Golden Road. Golden, CO 80401",80401.0,7252.0,24.0,in BJS (matched),Colorado,6e+19,6e+19,COLORADO CORRECTIONAL CENTER,15445 SOUTH GOLDEN ROAD,PO BOX 4010,GOLDEN,CO,80401.0,Males only,Minimum/low,None,State authority,,150.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
5508,2021-01-02,,CO,Colorado State Penitentiary,,,0,,51,,130566.0,,212.0,1263.0,105.0,1368.0,,,,,,,,,,,,,,,COLORADO STATE PENITENTIARY,CO,115.0,4503.0,"E US HIGHWAY 50 & EVANS BOULEVARD, PO BOX 777",81215.0,7252.0,24.0,in BJS (matched),Colorado,6e+19,6e+19,COLORADO STATE PENITENTIARY,E US HIGHWAY 50 & EVANS BOULEVARD,PO BOX 777,CANON CITY,CO,81215.0,Males only,Maximum/close/high,None,State authority,,752.0,,Yes,CENTENNIAL CORRECTIONAL FACILITY,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
5509,2021-01-02,,CO,Colorado Territorial CF,,,3,,29,,130566.0,,212.0,1263.0,105.0,1368.0,,,,,,,,,,,,,,,COLORADO TERRITORIAL CORRECTIONAL FACILITY,CO,564.0,6007.0,"275 WEST US HIGHWAY 50, PO BOX 1010",81215.0,7252.0,24.0,in BJS (matched),Colorado,6e+19,,COLORADO TERRITORIAL CORRECTIONAL FACILITY,275 WEST US HIGHWAY 50,PO BOX 1010,CANON CITY,CO,81215.0,Males only,Medium,None,State authority,,877.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
5510,2021-01-02,,CO,Crowley County CF,,,1,,22,,130566.0,,212.0,1263.0,105.0,1368.0,,,,,,,,,,,,,,,CROWLEY COUNTY CORRECTIONAL FACILITY- CSC,CO,501.0,14503.0,6564 HIGHWAY 96,81062.0,7252.0,24.0,in BJS (matched),Colorado,6.8e+19,,CROWLEY COUNTY CORRECTIONAL FACILITY- CSC,6564 HIGHWAY 96,,OLNEY SPRINGS,CO,81062.0,Males only,Medium,None,Private contractor,Colorado DOC,1257.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
5511,2021-01-02,,CO,Delta CF,,,0,,31,,130566.0,,212.0,1263.0,105.0,1368.0,,,,,,,,,,,,,,,DELTA CORRECTIONAL CENTER,CO,100.0,1559.0,"3400 Baldwin Road, CR540 Greenwood, MS 38930",81416.0,7252.0,24.0,in BJS (matched),Colorado,6e+19,6e+19,DELTA CORRECTIONAL CENTER,4102 SAWMILL MESA ROAD,,DELTA,CO,81416.0,Males only,Minimum/low,None,State authority,,474.0,,Yes,RIFLE CORRECTIONAL CENTER,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
5512,2021-01-02,,CO,Denver Reception & Diagnostic Center,,,0,,1,,130566.0,,212.0,1263.0,105.0,1368.0,,,,,,,,,,,,,,,,CO,9.0,5592.0,"10900 SMITH ROAD, DENVER, CO 80239",80239.0,7252.0,24.0,not in BJS,,,,,,,,,,,,,,,,,,,,,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
5513,2021-01-02,,CO,Denver Womens CF,,,0,,2,,130566.0,,212.0,1263.0,105.0,1368.0,,,,,,,,,,,,,,,DENVER WOMEN'S CORRECTIONAL FACILITY,CO,66.0,8405.0,"3600 HAVANA, PO BOX 392005",80239.0,7252.0,24.0,in BJS (matched),Colorado,6e+19,6e+19,DENVER WOMEN'S CORRECTIONAL FACILITY,3600 HAVANA,PO BOX 392005,DENVER,CO,80239.0,Females only,Maximum/close/high,None,State authority,,,966.0,Yes,"COLORADO CORRECTIONAL CENTER, DENVER RECEPTION & DIAGNOSTIC CENTER",No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
5514,2021-01-02,,CO,Four Mile CF,,,0,,1,,130566.0,,212.0,1263.0,105.0,1368.0,,,,,,,,,,,,,,,FOUR MILE CORRECTIONAL CENTER,CO,401.0,2145.0,"E US HIGHWAY 50 & EVANS BOULEVARD, PO BOX 300",81212.0,7252.0,24.0,in BJS (matched),Colorado,6e+19,6e+19,FOUR MILE CORRECTIONAL CENTER,E US HIGHWAY 50 & EVANS BOULEVARD,PO BOX 300,CANON CITY,CO,81212.0,Males only,Minimum/low,None,State authority,,521.0,,Yes,"ARROWHEAD CORRECTIONAL CENTER, SKYLINE CORRECTIONAL CENTER",No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
5515,2021-01-02,,CO,Fremont CF,,,4,,6,,130566.0,,212.0,1263.0,105.0,1368.0,,,,,,,,,,,,,,,FREMONT CORRECTIONAL FACILITY,CO,766.0,14027.0,"E US HIGHWAY 50 & EVANS BOULEVARD, PO BOX 999",81215.0,7252.0,24.0,in BJS (matched),Colorado,6e+19,,FREMONT CORRECTIONAL FACILITY,E US HIGHWAY 50 & EVANS BOULEVARD,PO BOX 999,CANON CITY,CO,81215.0,Males only,Maximum/close/high,None,State authority,,1637.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
5516,2021-01-02,,CO,La Vista CF,,,0,,0,,130566.0,,212.0,1263.0,105.0,1368.0,,,,,,,,,,,,,,,LA VISTA CORRECTIONAL FACILITY,CO,10.0,2296.0,"1401 W. 17TH STREET, PO BOX 3",81003.0,7252.0,24.0,in BJS (matched),Colorado,6e+19,6e+19,LA VISTA CORRECTIONAL FACILITY,1401 W. 17TH STREET,PO BOX 3,PUEBLO,CO,81003.0,Both males and females,Medium,None,State authority,,64.0,482.0,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
5517,2021-01-02,,CO,Limon CF,,,0,,30,,130566.0,,212.0,1263.0,105.0,1368.0,,,,,,,,,,,,,,,LIMON CORRECTION FACILITY,CO,574.0,3119.0,49030 STATE HIGHWAY 71,80826.0,7252.0,24.0,in BJS (matched),Colorado,6e+19,,LIMON CORRECTION FACILITY,49030 STATE HIGHWAY 71,,LIMON,CO,80826.0,Males only,Medium,None,State authority,,947.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
5518,2021-01-02,,CO,Rifle CC,,,0,,3,,130566.0,,212.0,1263.0,105.0,1368.0,,,,,,,,,,,,,,,RIFLE CORRECTIONAL CENTER,CO,4.0,741.0,0200 COUNTY ROAD 219,81650.0,7252.0,24.0,in BJS (matched),Colorado,6e+19,6e+19,RIFLE CORRECTIONAL CENTER,0200 COUNTY ROAD 219,,RIFLE,CO,81650.0,Males only,Medium,None,State authority,,192.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
5519,2021-01-02,,CO,San Carlos CF,,,0,,0,,130566.0,,212.0,1263.0,105.0,1368.0,,,,,,,,,,,,,,,SAN CARLOS CORRECTIONAL FACILITY,CO,9.0,1952.0,"1410 WEST 13TH STREET, PO BOX 3",81003.0,7252.0,24.0,in BJS (matched),Colorado,6e+19,,SAN CARLOS CORRECTIONAL FACILITY,1410 WEST 13TH STREET,PO BOX 3,PUEBLO,CO,81003.0,Males only,Maximum/close/high,None,State authority,,252.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
5520,2021-01-02,,CO,Skyline CC,,,0,,0,,130566.0,,212.0,1263.0,105.0,1368.0,,,,,,,,,,,,,,,SKYLINE CORRECTIONAL CENTER,CO,0.0,91.0,"E US HIGHWAY 50 & EVANS BOULEVARD, PO BOX 300",81212.0,7252.0,24.0,in BJS (matched),Colorado,6e+19,6e+19,SKYLINE CORRECTIONAL CENTER,E US HIGHWAY 50 & EVANS BOULEVARD,PO BOX 300,CANON CITY,CO,81212.0,Males only,Minimum/low,None,State authority,,237.0,,No,,No,No,new,,/Users/alexesmerritt/Desktop/Prison Vaccinaiton Project/vac-states/CO.csv
